drugbank_id,ATC,Name,Description,Indication,SMILES,blocks
DB04920,C08CA16,clevidipine,Clevidipine is a dihydropyridine L-type calcium channel blocker that is selective for vascular smooth muscle and is indicated for blood pressure reduction when oral therapy is not an option.,For the reduction of blood pressure when when oral antihypertensive therapy is not feasible or not desirable.,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,['[3*]C(=O)CCC^[2*]OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1[1*]^[3*]c1cccc(Cl)c1Cl']
DB00482,C08CA51,amlodipine and celecoxib,"Celecoxib, a selective cyclooxygenase-2 (COX-2) inhibitor, is a nonsteroidal anti-inflammatory drug (NSAID) which is known for its decreased risk of causing gastrointestinal bleeding compared to other NSAIDS.[A181544] It is used to manage symptoms of various types of arthritis pain and in familial adenomatous polyposis (FAP) to reduce precancerous polyps in the colon.[A181532] It is marketed by Pfizer under the brand name Celebrex, and was initially granted FDA approval in 1998.[L7604] 

Interestingly, selective COX-2 inhibitors (especially celecoxib), have been evaluated as potential cancer chemopreventive and therapeutic drugs in clinical trials for a variety of malignancies.[A34124]","Celecoxib is indicated for symptomatic treatment of adult osteoarthritis (OA) and adult rheumatoid arthritis (RA).[L7646] Celecoxib is not a substitute for aspirin for cardiovascular event prophylaxis.[L7646] 

It may be also be used to treat acute pain from various sources, juvenile rheumatoid arthritis in children over 2, ankylosing spondylitis, and primary dysmenorrhea.[L7646]",CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,['[3*]c1ccc(C)cc1^[2*]c1cc(C(F)(F)F)nn1[1*]^[3*]c1ccc(S(N)(=O)=O)cc1']
DB01115,C08CA55,"nifedipine, combinations","Nifedipine, or BAY a 1040, is a first generation dihydropyridine L-type calcium channel blocker, similar to [nicardipine].[A190210,A190273,A175390,L11383] Nifedipine was developed by Bayer and first described in the literature, along with other dihydropyridines, in 1972.[A175390,A190276] Since nifedipine's development, second and third generation dihydropyridines have been developed with slower onsets and longer durations of action.[A190273] The most popular of the third generation dihydropyridines is [amlodipine].[A190273]

Nifedipine was granted FDA approval on 31 December 1981.[L11383]","Nifedipine capsules are indicated to treat vasospastic angina and chronic stable angina.[L11383] Extended release tablets are indicated to treat vasospastic angina, chronic stable angina, and hypertension.[L11389,L1245]",COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,['[3*]C1C(C(=O)OC)=C(C)NC(C)=C1C(=O)OC^[3*]c1ccccc1[N+](=O)[O-]']
DB00661,C08DA01,verapamil,"Verapamil is a phenylalkylamine calcium channel blocker used in the treatment of high blood pressure, heart arrhythmias, and angina,[L8791] and was the first calcium channel antagonist to be introduced into therapy in the early 1960s.[A188514] It is a member of the non-dihydropyridine class of calcium channel blockers, which includes drugs like [diltiazem] and [flunarizine], but is chemically unrelated to other cardioactive medications.[L8791] Verapamil is administered as a racemic mixture containing equal amounts of the S- and R-enantiomer, each of which is pharmacologically distinct - the S-enantiomer carries approximately 20-fold greater potency than the R-enantiomer, but is metabolized at a higher rate.[A188435]","Verapamil is indicated in the treatment of vasopastic (i.e. Prinzmetal's) angina, unstable angina, and chronic stable angina. It is also indicated to treat hypertension, for the prophylaxis of repetitive paroxysmal supraventricular tachycardia, and in combination with digoxin to control ventricular rate in patients with atrial fibrillation or atrial flutter.[L8791] Given intravenously, it is indicated for the treatment of various supraventricular tachyarrhythmias, including rapid conversion to sinus rhythm in patients with supraventricular tachycardia and for temporary control of ventricular rate in patients with atrial fibrillation or atrial flutter.[L10481]

Verapamil is commonly used off-label for prophylaxis of cluster headaches.[A13983]",COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,['[3*]CCN(C)CCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C^[3*]c1ccc(OC)c(OC)c1']
DB00661,C08DA51,"verapamil, combinations","Verapamil is a phenylalkylamine calcium channel blocker used in the treatment of high blood pressure, heart arrhythmias, and angina,[L8791] and was the first calcium channel antagonist to be introduced into therapy in the early 1960s.[A188514] It is a member of the non-dihydropyridine class of calcium channel blockers, which includes drugs like [diltiazem] and [flunarizine], but is chemically unrelated to other cardioactive medications.[L8791] Verapamil is administered as a racemic mixture containing equal amounts of the S- and R-enantiomer, each of which is pharmacologically distinct - the S-enantiomer carries approximately 20-fold greater potency than the R-enantiomer, but is metabolized at a higher rate.[A188435]","Verapamil is indicated in the treatment of vasopastic (i.e. Prinzmetal's) angina, unstable angina, and chronic stable angina. It is also indicated to treat hypertension, for the prophylaxis of repetitive paroxysmal supraventricular tachycardia, and in combination with digoxin to control ventricular rate in patients with atrial fibrillation or atrial flutter.[L8791] Given intravenously, it is indicated for the treatment of various supraventricular tachyarrhythmias, including rapid conversion to sinus rhythm in patients with supraventricular tachycardia and for temporary control of ventricular rate in patients with atrial fibrillation or atrial flutter.[L10481]

Verapamil is commonly used off-label for prophylaxis of cluster headaches.[A13983]",COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,['[3*]CCN(C)CCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C^[3*]c1ccc(OC)c(OC)c1']
DB00343,C08DB01,diltiazem,"Diltiazem is a benzothiazepine derivative with antihypertensive and vasodilating properties. Approved in 1982 by the FDA, it is a member of the non-dihydropyridine calcium channel blockers drug class. It works through various mechanisms of action, but it primarily works by inhibiting the calcium influx into cardiac and vascular smooth muscle during depolarization.[L10556] Compared to dihydropyridine drugs, such as [nifedipine], that preferentially act on vascular smooth muscle and [verapamil] that directly acts on the heart muscle, diltiazem displays an intermediate specificity to target both the cardiac and vascular smooth muscle.[T28] Being a potent vasodilator, diltiazem is used clinically as an antihypertensive, anti-arrhythmic, and as an anti-anginal agent [L6289] for the management of cardiovascular conditions such as hypertension, chronic stable angina, atrial fibrillation, atrial flutter. Apart from its main FDA-approved indications, diltiazem has also been used for numerous off-label indications, such as anal fissures (in topical formulations), migraine prophylaxis, pulmonary hypertension, and rest-related cramps in the lower extremities.[L6289] Typically available in extended-release oral and intravenous formulations, diltiazem is marketed under various brand names with Cardizem and Tiazac being the most common ones.","**Oral**

Indicated for the management of hypertension, to lower blood pressure, alone or in combination with other antihypertensive agents.[L10556]

Indicated for use to improve exercise tolerance in patients with chronic stable angina.[L10556]

Indicated for the management of variant angina (Prinzmetal's angina).[L6298]

**Intravenous**

Indicated for the short-term management of atrial fibrillation or atrial flutter for temporary control of rapid ventricular rate.[L6292]

Indicated for the rapid conversion of paroxysmal supraventricular tachycardias (PSVT) to sinus rhythm. This includes AV nodal reentrant tachycardias and reciprocating tachycardias associated with an extranodal accessory pathway such as the WPW syndrome or short PR syndrome.[L6292]

**Off-label**

Indicated for off-label uses in anal fissures (as topical formulation), migraine prophylaxis, cramps in lower leg related to rest, pulmonary hypertension,[L6289] idiopathic dilated cardiomyopathy, and proteinuria associated with diabetic nephropathy.[L6298]",COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,['[3*][C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O^[3*]c1ccc(OC)cc1']
DB01244,C08EA02,bepridil,"A long-acting, non selective, calcium channel blocker with significant anti-anginal activity. The drug produces significant coronary vasodilation and modest peripheral effects. It has antihypertensive and selective anti-arrhythmia activities and acts as a calmodulin antagonist. It is no longer marketed in the United States, as it has been implicated in causing ventricular arrhythmias (ie. Torsade de pointes).","For the treatment of hypertension, and chronic stable angina (classic effort-associated angina).",CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,['[3*]c1ccccc1^[2*]CN([1*])CC(COCC(C)C)N1CCCC1^[3*]c1ccccc1']
DB13766,C08EX01,lidoflazine,,,CC1=CC=CC(C)=C1NC(=O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1,['[3*]Nc1c(C)cccc1C^[2*]C(=O)CN1CCN(CCCC([1*])c2ccc(F)cc2)CC1^[3*]c1ccc(F)cc1']
DB01074,C08EX02,perhexiline,Perhexiline is a coronary vasodilator used especially for angina of effort. It may cause neuropathy and hepatitis.,For the management of severe angina pectoris.,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,[]
DB01115,C08GA01,nifedipine and diuretics,"Nifedipine, or BAY a 1040, is a first generation dihydropyridine L-type calcium channel blocker, similar to [nicardipine].[A190210,A190273,A175390,L11383] Nifedipine was developed by Bayer and first described in the literature, along with other dihydropyridines, in 1972.[A175390,A190276] Since nifedipine's development, second and third generation dihydropyridines have been developed with slower onsets and longer durations of action.[A190273] The most popular of the third generation dihydropyridines is [amlodipine].[A190273]

Nifedipine was granted FDA approval on 31 December 1981.[L11383]","Nifedipine capsules are indicated to treat vasospastic angina and chronic stable angina.[L11383] Extended release tablets are indicated to treat vasospastic angina, chronic stable angina, and hypertension.[L11389,L1245]",COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,['[3*]C1C(C(=O)OC)=C(C)NC(C)=C1C(=O)OC^[3*]c1ccccc1[N+](=O)[O-]']
DB00381,C08GA02,amlodipine and diuretics,"Amlodipine, initially approved by the FDA in 1987, is a popular antihypertensive drug belonging to the group of drugs called _dihydropyridine calcium channel blockers_.  Due to their selectivity for the peripheral blood vessels, dihydropyridine calcium channel blockers are associated with a lower incidence of myocardial depression and cardiac conduction abnormalities than other calcium channel blockers [A175327].

Amlodipine is commonly used in the treatment of high blood pressure and angina. Amlodipine has antioxidant properties and an ability to enhance the production of nitric oxide (NO), an important vasodilator that decreases blood pressure [A175321].  The option for single daily dosing of amlodipine is an attractive feature of this drug [FDA label].","Amlodipine may be used alone or in combination with other antihypertensive and antianginal agents for the treatment of the following conditions [FDA label]:

• Hypertension 

• Coronary artery disease

• Chronic stable angina

• Vasospastic angina (Prinzmetal’s or Variant angina) 

• Angiographically documented coronary artery disease in patients without heart failure or an ejection fraction < 40%",CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,['[3*]COCCN^[2*]C1=C(C(=O)OCC)C([1*])C(C(=O)OC)=C(C)N1^[3*]c1ccccc1Cl']
